cidade,sigla_uf,segmento,nome_comercial,telefone,email,capital_social,endereco_completo
Capelinha,MG,FARMA - Farmácia,CENTERFARMA,33 91078000,drogariafarminas25@gmail.com,150000,"AVENIDA AEROPORTO, 169 - JARDIM AEROPORTO, Capelinha - MG"
Capelinha,MG,FARMA - Farmácia,ZAGAFARMA,33 35164080,aranasc@uai.com.br,120000,"RUA BELO HORIZONTE, 303 - MARIA LUCIA, Capelinha - MG"
Capelinha,MG,MERCADO - Perecíveis,FENIX SUPERMERCADO,33 35162480,conafe@uai.com.br,120000,"RUA SANTA CECILIA, 645 - MARIA LUCIA, Capelinha - MG"
Capelinha,MG,FARMA - Farmácia,DROGARIA SAO GERALDO,33 35161214,drog.s.geraldo.cape@gmail.com,110000,"RUA CARLOS PRATES, 127 - MARIA LUCIA, Capelinha - MG"
Capelinha,MG,PET - Petshop,PET LIFE,38 35211497,valdirenemourao@hotmail.com,100000,"RUA CARLOS PRATES, 644 - PLANALTO, Capelinha - MG"
Capelinha,MG,PET - Petshop,PET SHOP MUNDO ANIMAL, ,,100000,"AVENIDA GERALDO PRISCO, 33 - CENTRO, Capelinha - MG"
Capelinha,MG,AGRO - Revenda,CRIAR COMERCIO E ASSISTENCIA VETERINARIA,33 35161254,somacont@uaivip.com.br,100000,"AVENIDA CLOVIS PIMENTA, 53 - CENTRO, Capelinha - MG"
Capelinha,MG,AGRO - Revenda,BIOSOLO AGRONEGOCIOS LTDA,33 91220672,biosoloagronegocios1@gmail.com,100000,"RUA RIO BRANCO, 1315 - PLANALTO, Capelinha - MG"
Capelinha,MG,PET - Petshop,AGROSOCIOS RACOES,33 35163573,exatassolucoes@yahoo.com.br,100000,"AVENIDA TANCREDO NEVES, 807 - PIEDADE, Capelinha - MG"
Capelinha,MG,PET - Petshop,AGROSOCIOS RACOES,33 99976286,exatassolucoes@yahoo.com.br,100000,"AVENIDA TICO NEVES, 1440 - MARIA LUCIA, Capelinha - MG"
Capelinha,MG,PET - Petshop,35.322.378 SERGIO PINHEIRO DOS SANTOS,33 91043090,turraopethop@gmail.com,80000,"RUA ANTONIO VITOR DOS SANTOS, 1122 - APARECIDA, Capelinha - MG"
Capelinha,MG,FARMA - Farmácia,DROGARIA CAPELINHA,38 35212488,actual.gestao@gmail.com,80000,"RUA GOVERNADOR VALADARES, 144 - CENTRO, Capelinha - MG"
Capelinha,MG,FARMA - Farmácia,M.M.P DE FIGUEIREDO - DROGARIA, ,,60000,"RUA DOUTOR HERMELINDO, 93 - CENTRO, Capelinha - MG"
Capelinha,MG,FARMA - Farmácia,DROGARIA CAPELINHA,33 35161900,valdirenemourao@hotmail.com,50000,"PRACA DO POVO, 12 - CENTRO, Capelinha - MG"
Capelinha,MG,FARMA - Farmácia,DROGARIA CAPELINHA,38 35212488,actual.gestao@gmail.com,50000,"AVENIDA TICO NEVES, 897 - PLANALTO, Capelinha - MG"
Capelinha,MG,FARMA - Farmácia,DROGARIA CAPELINHA,38 35212488,actual.gestao@gmail.com,50000,"AVENIDA TANCREDO NEVES, 959 - PIEDADE, Capelinha - MG"
Capelinha,MG,AGRO - Revenda,CAMPO VERDE, ,,50000,"RODOVIA BR  120, SN - PLANALTO, Capelinha - MG"
Capelinha,MG,AGRO - Revenda,VR AGROPECUARIA LTDA,33 35162257,somacont@uaivip.com.br,50000,"RUA JOAO ALVES SAMPAIO, 365 - MARIA LUCIA, Capelinha - MG"
Capelinha,MG,FARMA - Farmácia,MEDCAP,33 35164050,tatiane.value@gmail.com,50000,"AVENIDA TRANCREDO NEVES, 715 - PIEDADE, Capelinha - MG"
Capelinha,MG,PET - Petshop,ESTETICA PET,33 91064856,pollyanneazevedo07@gmail.com,50000,"RUA MARILIA DE DIRCEU, 84 - PLANALTO, Capelinha - MG"
Capelinha,MG,PET - Petshop,VALMIR PET SHOP,33 35163255,aranasc@uai.com.br,50000,"RUA DOUTOR HERMELINDO, 455 - CENTRO, Capelinha - MG"
Capelinha,MG,FARMA - Farmácia,FARMACIA DO LADINHO,33 35162040,tatiane.value@gmail.com,30000,"RUA GETULIO VARGAS, 92 - CENTRO, Capelinha - MG"
Capelinha,MG,AGRO - Revenda,AGROPECUARIA VERDE MINAS LTDA,33 35161686,maria jose@mazecont.com.br,30000,"ALAMEDA BEIRA RIO, 78 - CENTRO, Capelinha - MG"
Capelinha,MG,MERCADO - Perecíveis,SUPERMERCADO REAL LIDER,33 35161108,supermercadoreallider@gmail.com,30000,"RUA BELO HORIZONTE, 215 - MARIA LUCIA, Capelinha - MG"
Capelinha,MG,FARMA - Farmácia,DROGARIA BEM ESTAR,33 35161306,multcont_multcont@yahoo.com.br,30000,"RUA ARLINDO JOSE DE OLIVEIRA, 575 - ACACIAS, Capelinha - MG"
Caraí,MG,AGRO - Revenda,AGROPECUARIA @ PAI E FILHO,33 88873660,agropecuariapaiefilho2018@hotmail.com,250000,"PRACA PRINCIPAL, 03 - PONTO DO MARAMBAIA, Caraí - MG"
Caraí,MG,FARMA - Farmácia,DROGARIA ANDRADE,33 84191531,drogariandrade@hotmail.com,105000,"TRAVESSA DAS ANDORINHAS, 68 - PONTO DO MARAMBAIA, Caraí - MG"
Caraí,MG,FARMA - Farmácia,DROGARIA SAMPAIO,33 35225155,drogariasampaiotj@outlook.com,100000,"RUA JOSE VICENTE COIMBRA, 43 - CENTRO, Caraí - MG"
Caraí,MG,FARMA - Farmácia,FARMACIA CENTRAL,33 84399340,esteco@uol.com.br,60000,"RUA PRINCIPAL, 12 - PONTO DO MARAMBAIA, Caraí - MG"
Caraí,MG,MERCADO - Perecíveis,COLLARES 7,33 88257366,collaresevenltda@gmail.com,50000,"RUA PRESIDENTE BERNARDES, 23 - CENTRO, Caraí - MG"
Caraí,MG,MERCADO - Perecíveis,MERCEARIA RESENDE, ,,50000,"RUA DAS GUITARRAS, 21 - MARANHAO, Caraí - MG"
Caraí,MG,FARMA - Farmácia,DROGAFARMA VIEIRA IV,33 37341105,contagui@uai.com.br,48000,"RUA JOSE VICENTE COIMBRA, 172 - CENTRO, Caraí - MG"
Caraí,MG,AGRO - Revenda,CASA DAS RACOES,33 88213541,casadasracoes@hotmail.com.br,40000,"AVENIDA PRESIDENTE CASTELO BRANCO, 240 - CENTRO, Caraí - MG"
Caraí,MG,FARMA - Farmácia,FARMACIA CAMPOS, ,,40000,"RUA JOSE VICENTE COIMBRA, 134 - CENTRO, Caraí - MG"
Caraí,MG,MERCADO - Perecíveis,PADARIA MIRANDA,33 35224564,alfa.cont@yahoo.com.br,40000,"RUA JOSE VICENTE COIMBRA, 127 - CENTRO, Caraí - MG"
Caraí,MG,AGRO - Revenda,AGROPET VETERINARIA BICHO LEGAL,33 35224564,alfa.cont@yahoo.com.br,30000,"RUA PRESIDENTE CASTELO BRANCO, 15 - CENTRO, Caraí - MG"
Caraí,MG,AGRO - Revenda,CASA DO PRODUTOR,33 99901614,rcontab@uai.com.br,30000,"RUA MANOEL COIMBRA, 04 - POVOADO DE MARAMBAINHA, Caraí - MG"
Caraí,MG,FARMA - Farmácia,POSTO DE MEDICAMENTOS MEGA POPULAR,33 35341188,estec@uol.com.br,30000,"RUA DAS GUITARRAS, 21 - MARANHAO, Caraí - MG"
Caraí,MG,FARMA - Farmácia,NOVA VITA FARMA,33 88944778,nvf-gv@outlook.com,30000,"RUA CAMILO BATISTA, 114 - CENTRO, Caraí - MG"
Caraí,MG,AGRO - Revenda,AGROPECUARIACARAI@GMAIL.COM,33 98224844,agropecuariacarai@gmail.com,30000,"RUA JOAQUIM AUGUSTO, 28 - CENTRO, Caraí - MG"
Carbonita,MG,FARMA - Farmácia,DRUGSTORE ROCHA,38 35261255,zitaroc@uai.com.br,100000,"RUA MESTRE ROQUE, 623 - CENTRO, Carbonita - MG"
Carbonita,MG,MERCADO - Perecíveis,SUPERMERCADO SAO GERALDO,38 35261711,supgeraldo@hotmail.com,100000,"RUA JONAS CAMARA, 51 - CENTRO, Carbonita - MG"
Carbonita,MG,FARMA - Farmácia,DROGARIA ALCANTARA,38 35261455,pollianegasquel@globo.com,80000,"AVENIDA JANUARIO RIBEIRO DOS SANTOS, 414 - CENTRO, Carbonita - MG"
Carbonita,MG,MERCADO - Perecíveis,MERCEARIA BARRAL,38 99183910,benevm@uai.com.br,50000,"AVENIDA JANUARIO RIBEIRO, 49 - CENTRO, Carbonita - MG"
Carbonita,MG,PET - Petshop,39.584.147 ALVARO ROCHA GUIMARAES,38 97418951,carbopet@hotmail.com,50000,"10A AVENIDA JANUARIO RIBEIRO, 902 - CENTRO, Carbonita - MG"
Carbonita,MG,PET - Petshop,AGROGIL,38 35261820,actual.gestao@gmail.com,40000,"AVENIDA JANUARIO RIBEIRO DOS SANTOS, 1230 - CENTRO, Carbonita - MG"
Chapada do Norte,MG,AGRO - Revenda,AGROVIDA,33 37391248,contarpaulo@yahoo.com.br,120000,"RUA DURVAL QUEIROGA PINTO, 70 - CENTRO, Chapada do Norte - MG"
Chapada do Norte,MG,FARMA - Farmácia,DROGARIA KARIBE,38 35271261,jarbascontab@yahoo.com.br,100000,"RUA BELA VISTA, 218 - SAO SEBASTIAO DA BOA VISTA, Chapada do Norte - MG"
Chapada do Norte,MG,FARMA - Farmácia,DROGARIA MEDVALE,33 88986461,tatiane.value@gmail.com,50000,"RUA DURVAL QUEIROGA PINTO, 57 - CENTRO, Chapada do Norte - MG"
Chapada do Norte,MG,FARMA - Farmácia,DROGARIA ACALANTO II,38 32226751,diretoria@azteccontabil.com.br,50000,"RUA BELA VISTA, 25 - SAO SEBASTIAO DA BOA VISTA, Chapada do Norte - MG"
Chapada do Norte,MG,FARMA - Farmácia,DROGARIA LHON,33 99005990,jarbas@jarbascontabilidade.com.br,50000,"PRACA VICENTE JORGE, 28 - CACHOEIRA DO NORTE, Chapada do Norte - MG"
Comercinho,MG,FARMA - Farmácia,DROGARIA CENTRAL,33 37321184,dfyrocha@hotmail.com,100000,"PRAÇA NOSSA SENHORA DA CONCEICAO, 172 - CENTRO, Comercinho - MG"
Comercinho,MG,MERCADO - Perecíveis,SUPERMERCADO NOVA ALIANCA,33 98775164,renatogomes.schagas@gmail.com,100000,"PRACA SAGRADA FAMILIA, 47 - AGUA BRANCA DE MINAS, Comercinho - MG"
Comercinho,MG,AGRO - Revenda,APOIO RURAL AGROVETERINARIA,33 37531515,serteco2005@yahoo.com.br,95000,"RUA JOSE ABRANTES DE OLIVEIRA, 108 - CENTRO, Comercinho - MG"
Comercinho,MG,FARMA - Farmácia,BIOPHARMA,33 37321169,dfyrocha@hotmail.com,80000,"PRAÇA NOSSA SENHORA DA CONCEICAO, 183 - CENTRO, Comercinho - MG"
Comercinho,MG,MERCADO - Perecíveis,BAZAR PEREIRA, ,,60000,"PRACA SAGRADA FAMILIA, 200 - AGUA BRANCA DE MINAS, Comercinho - MG"
Comercinho,MG,MERCADO - Perecíveis,COMERCIAL HELLEN, ,,50000,"PRACA SAGRADA FAMILIA, 120 - AGUA B MINAS, Comercinho - MG"
Comercinho,MG,PET - Petshop,CASA DAS RACOES AGRO MINAS,33 99162377,ulissespaulinos96@gmail.com,30000,"PRACA Sagrada Familia, 152 - Agua Branca de Minas - Centro, Comercinho - MG"
Coronel Murta,MG,FARMA - Farmácia,DROGARIA ARCO IRIS,33 37351585,rrcontabilidade2015@hotmail.com,80000,"AVENIDA CELSO MURTA, 45 - CENTRO, Coronel Murta - MG"
Coronel Murta,MG,MERCADO - Perecíveis,COELHO SUPERMERCADO,33 37351585,rrcontabilidade2015@hotmail.com,80000,"AVENIDA OSCAR MURTA, 515 - CENTRO, Coronel Murta - MG"
Coronel Murta,MG,FARMA - Farmácia,DROGACHAMI,33 37351513,astecacontabilidade@hotmail.com,50000,"AVENIDA JOSE FERREIRA FREIRE MURTA, 152 - CENTRO, Coronel Murta - MG"
Coronel Murta,MG,FARMA - Farmácia,BLUE TIMES DROGARIA,33 98831860,ccity@uai.com.br,50000,"AVENIDA JOSE FERREIRA FREIRE MURTA, 16 - CENTRO, Coronel Murta - MG"
Coronel Murta,MG,AGRO - Revenda,FARMACIA RURAL,33 88120725,rrcontabilidade2015@hotmail.com,40000,"RUA PROFESSORA JOANA, 27 - CENTRO, Coronel Murta - MG"
Datas,MG,AGRO - Revenda,AGRODATAS,38 97230639,cristinavictor23@gmail.com,80000,"RUA PADRE AFONSO LIGORIO DE SOUZA, 242 - CENTRO, Datas - MG"
Datas,MG,AGRO - Revenda,RAIZ FORTE INSUMOS AGROPECUARIOS,38 99262737,raizforteinsumos@gmail.com,50000,"FAZENDA LAGES MARGEM MG 367, KM 643 - ZONA RURAL, Datas - MG"
Datas,MG,FARMA - Farmácia,DROGARIA + SAUDE,38 99795639,alberespk@gmail.com',30000,"RUA FRANCISCO TAMEIRAO, 150 - CENTRO, Datas - MG"
Diamantina,MG,MERCADO - Perecíveis,CORDEIRO SUPERMERCADOS,38 35313850,gala@jknet.com.br,50000000,"PRAÇA JOSE AUGUSTO NEVES, 149 - RIO GRANDE, Diamantina - MG"
Diamantina,MG,MERCADO - Perecíveis,HIPERMERCADO MARQUES CENTER,38 35319090,xml@marquescenter.com.br,3000000,"AVENIDA SILVIO FELICIO DOS SANTOS, 755 - BOM JESUS, Diamantina - MG"
Diamantina,MG,FARMA - Farmácia,FARMACIAS FTB,87 96791716,fatimafciatrab@gmail.com,300000,"PRACA CORREA RABELO, 85 - CENTRO, Diamantina - MG"
Diamantina,MG,FARMA - Farmácia,DROGARIA JEQUITINHONHA,38 99701089,drogariajequitinhonha@gmail.com,120000,"AVENIDA JOAO ANTUNES DE OLIVEIRA, 331 - SERRANO, Diamantina - MG"
Diamantina,MG,PET - Petshop,LOJA MIX,38 35316741,lojamix10@yahoo.com.br,100000,"LARGO DOM JOAO, 74 - DOM JOAO, Diamantina - MG"
Diamantina,MG,FARMA - Farmácia,DROGARIA SAUDE & VIDA DRUGSTORE,38 99395261,drogariasaude_vida@yahoo.com.br,100000,"AVENIDA JOAO ANTUNES DE OLIVEIRA, 1001 - CAZUZA, Diamantina - MG"
Diamantina,MG,FARMA - Farmácia,DROGARIA PARATODOS, ,,90000,"PRACA BARAO DO GUAICUI, 82 - CENTRO, Diamantina - MG"
Diamantina,MG,FARMA - Farmácia,DROGARIA POPULAR MINAS BAHIA,38 35312514,rafaelafarmacia@hotmail.com,80000,"RUA DO BICAME, 1412 - BICAME, Diamantina - MG"
Diamantina,MG,FARMA - Farmácia,AMERICANA SAUDE,35 32672224,amauricontabilidade@yahoo.com.br,80000,"AVENIDA SILVIO FELICIO DOS SANTOS, 108 - DOM JOAO, Diamantina - MG"
Diamantina,MG,PET - Petshop,TREM DE PET,38 98292233,tremdepetdtna@gmail.com,80000,"AVENIDA SILVIO FELICIO DOS SANTOS, 248 A - BOM JESUS, Diamantina - MG"
Diamantina,MG,PET - Petshop,CIA DOS BICHOS,38 35317834,contabilidaderodrigues@citel1.com.br,60000,"AVENIDA JOAO ANTUNES DE OLIVEIRA, 331 - CAZUZA, Diamantina - MG"
Diamantina,MG,FARMA - Farmácia,DROGARIA REAL FARMA,38 35311690,realfarma@hotmail.com,60000,"RUA DA PALHA, 1508 - PALHA, Diamantina - MG"
Diamantina,MG,PET - Petshop,AGROSENAS,33 99784224,ronaldoestiva@gmail.com,50000,"RUA DO ROSARIO, 259 - SENADOR MOURAO, Diamantina - MG"
Diamantina,MG,PET - Petshop,RACAO DIAMANTINA,38 35030760,imperiodasracoes@gmail.com,50000,"RUA DA LUZ, 583 - BOM JESUS, Diamantina - MG"
Diamantina,MG,PET - Petshop,PETIC,33 34210297,aredesdistribuidora@hotmail.com,50000,"AVENIDA SILVIO FELICIO DOS SANTOS, 1018 - BOM JESUS, Diamantina - MG"
Diamantina,MG,PET - Petshop,IMPERIO DOS CAES ESCOLA DE ESTETICA CANINA,31 92040711,migueldocarmo58@gmail.com,50000,"AVENIDA SILVIO FELICIO DOS SANTOS, 1094 - BOM JESUS, Diamantina - MG"
Diamantina,MG,PET - Petshop,PAZINI RIPER,38 98041908,pazini.joaldo@hotmail.com,50000,"RUA RIO GRANDE, 370 - RIO GRANDE, Diamantina - MG"
Diamantina,MG,FARMA - Farmácia,FARMACIA CAMPINAS LTDA,38 98456787,contabilidadealves2018@gmail.com,50000,"RUA DO ROSARIO, 55 - SENADOR MOURAO, Diamantina - MG"
Diamantina,MG,FARMA - Farmácia,DROGARIA REALFARMA,38 35310001,realfarma@hotmail.com,50000,"RUA PROFESSOR JOSE AUGUSTO NEVES, 120 - RIO GRANDE, Diamantina - MG"
Diamantina,MG,FARMA - Farmácia,VITAFARMA,38 35317179,vitafarmadtna@outlook.com,50000,"RUA DO BICAME, 1420 - BICAME, Diamantina - MG"
Diamantina,MG,FARMA - Farmácia,DROGARIA ARRAIAL LTDA,38 35313550,prodadosdiamantina@hotmail.com,45900,"PRACA DR CARLOS OTONI, 416 - CENTRO, Diamantina - MG"
Diamantina,MG,FARMA - Farmácia,FARMACIA LOURDES,38 88034922,andrelnery@yahoo.com.br,40000,"RUA VEREADOR JOAQUIM MACHADO, 28 - CENTRO, Diamantina - MG"
Diamantina,MG,PET - Petshop,MB EMPREENDIMENTOS COMERCIAIS,38 99673040,contabilidadecamargo@yahoo.com.br,40000,"RUA DIREITA, 47 - INHAI, Diamantina - MG"
Diamantina,MG,PET - Petshop,IRMAOS MEDEIROS LOJA AGROPECUARIA,38 99784636,ericamedeiros46@gmail.com,35000,"RUA MESTRA FILOMENA, 300 - SOPA, Diamantina - MG"
Diamantina,MG,MERCADO - Perecíveis,SUPERMERCADO BARROSO, ,,30000,"PRACA SOTER PADUA OLIVEIRA, 77 - VILA OPERARIA, Diamantina - MG"
Diamantina,MG,MERCADO - Perecíveis,SUPERMERCADOS SAO GONCALO,38 35331263,ssg2.xml@gmail.com,30000,"RUA NOSSA SENHORA APARECIDA, 13 - BELA VISTA, Diamantina - MG"
Diamantina,MG,MERCADO - Perecíveis,COMERCIAL SAO PEDRO,38 98113043,contabilolimpiomartins@gmail.com,30000,"RUA GUTEMBERG, 113 - CENTRO, Diamantina - MG"
Diamantina,MG,FARMA - Farmácia,DROGARIA DOM JOAO - LOJA 03,38 35431594,realcontgouveia@hotmail.com,30000,"RUA DA PALHA, 1061 - PALHA, Diamantina - MG"
Divisópolis,MG,MERCADO - Perecíveis,O BARATEIRO,33 88604826,edhy35@hotmail.com,500000,"PRACA SERGIO CHAVES, 90 A - CENTRO, Divisópolis - MG"
Divisópolis,MG,FARMA - Farmácia,ULTRAFARMA DE DIVISOPOLIS,77 34392420,edhy35@hotmail.com,124000,"RUA ANGELO NASCIMENTO, 95 - CENTRO, Divisópolis - MG"
Divisópolis,MG,AGRO - Revenda,JOSE NILTO CARDOSO DE SOUZA,33 37241291,contabilidademonteiro2@gmail.com,110000,"RUA FETAEMG, 105 - CENTRO, Divisópolis - MG"
Divisópolis,MG,AGRO - Revenda,AGROCAMPO,33 37241291,contabilidademonteiro2@gmail.com,110000,"RUA EUDES MENDES, 157 - ALVORADA, Divisópolis - MG"
Divisópolis,MG,MERCADO - Perecíveis,AUTO CENTER TIQUIN SOLDAS,33 88848698,autoctiquinsoldas@hotmail.com,100000,"RUA HORMINIO PEREIRA, 1355 - ALVORADA, Divisópolis - MG"
Divisópolis,MG,MERCADO - Perecíveis,SUPERMERCADO DIVISOPOLIS,33 37241291,contatocontabilidade@yahoo.com.br,70000,"AVENIDA ALBERTO VICENTE PEREIRA, 748 - BOA VISTA, Divisópolis - MG"
Divisópolis,MG,FARMA - Farmácia,FARMACIA LIDER,33 37241547,luziene.oliveiraborges@gmail.com,70000,"RUA EUDES MENDES, 32 - CENTRO, Divisópolis - MG"
Divisópolis,MG,AGRO - Revenda,AGROPET,33 88451645,wilson.mares2@gmail.com,70000,"10A AVENIDA ALBERTO VICENTE PEREIRA, 426 - CENTRO, Divisópolis - MG"
Divisópolis,MG,FARMA - Farmácia,FARMACIA AVENIDA,33 37241291,contabilidademonteiro2@gmail.com,50000,"AVENIDA ALBERTO VICENTE PEREIRA, 689 - CENTRO, Divisópolis - MG"
Divisópolis,MG,FARMA - Farmácia,NOVA PHARMA DIVISOPOLIS,33 87102818,contatocontabilidade@yahoo.com.br,50000,"AVENIDA ALBERTO VICENTE PEREIRA, 702 - CENTRO, Divisópolis - MG"
Divisópolis,MG,MERCADO - Perecíveis,MADRUGADAO,33 87305243,martamatiasdeandrade@gmail.com,50000,"RUA GRIMALDO ALVES VIANA, 140 - MINAS GERAIS, Divisópolis - MG"
Divisópolis,MG,PET - Petshop,49.290.795 JULMAR PEREIRA DA ROCHA,33 98047627,julmarp740@gmail.com,50000,"RUA SAO PEDRO, 450 - MINAS GERAIS, Divisópolis - MG"
Divisópolis,MG,MERCADO - Perecíveis,MERCEARIA BOA VISTA,33 37241291,contabilidademonteiro2@gmail.com,30000,"RUA PAULO CESAR SOUZA VIANA, 1425 - BOA VISTA, Divisópolis - MG"
Divisópolis,MG,FARMA - Farmácia,FARMACIA MENOR PRECO,33 37216637,eccor45@gmail.com,30000,"PRACA CORONEL MANFREDO FERREIRA SOUZA, 96 - CENTRO, Divisópolis - MG"
Divisópolis,MG,AGRO - Revenda,AGRIPEC PRODUTOS AGROPECUARIOS,33 37241291,ivanmonteiro2006@yahoo.com.br,30000,"PRACA SERGIO CHAVES, 28 - CENTRO, Divisópolis - MG"
Divisópolis,MG,MERCADO - Perecíveis,SUPERMERCADO RIBEIRO,33 37241291,ivanmonteiro2006@yahoo.com.br,30000,"PRACA SERGIO CHAVES, 129 - CENTRO, Divisópolis - MG"
Felisburgo,MG,MERCADO - Perecíveis,SUPERMERCADO SOUZA & SOUZA,33 88037810,contato@gsaminas.com.br,100000,"RUA GOVERNADOR MAGALHAES PINTO, 285 - CENTRO, Felisburgo - MG"
Felisburgo,MG,MERCADO - Perecíveis,SUPERMERCADO SOUZA & SOUZA,33 37431004,,88000,"RUA GOVERNADOR MAGALHAES PINTO, 285 - CENTRO, Felisburgo - MG"
Felisburgo,MG,PET - Petshop,AGROVETERINARIA ZOOPET,33 87502051,araujo.contabilidade15@hotmail.com,60000,"RUA GOVERNADOR MAGALHAES PINTO, 641 - CENTRO, Felisburgo - MG"
Felisburgo,MG,FARMA - Farmácia,DROGARIA AVENIDA,33 37431315,araujo.contabilidade15@hotmail.com,50000,"AVENIDA BRASIL, 400 - CENTRO, Felisburgo - MG"
Felisburgo,MG,MERCADO - Perecíveis,SUPERMERCADO DO VALLE,33 37431636,araujo.contabilidade15@hotmail.com,50000,"RUA SANTOS ALVES MAGALHAES, 267 - CENTRO, Felisburgo - MG"
Felisburgo,MG,FARMA - Farmácia,DROGARIA NOVA ERA,33 37431258,araujo.contabilidade15@hotmail.com,50000,"AVENIDA BRASIL, 542 - CENTRO, Felisburgo - MG"
Felisburgo,MG,AGRO - Revenda,PELOSO MUNDOPET,31 93302604,araujo.contabilidade15@hotmail.com,50000,"PRACA SAO SEBASTIAO, 669 - CENTRO, Felisburgo - MG"
Felisburgo,MG,FARMA - Farmácia,DROGARIA FAMILIA,33 87194436,araujo.contabilidade15@hotmail.com,50000,"AVENIDA BRASIL, 900 - CENTRO, Felisburgo - MG"
Felisburgo,MG,FARMA - Farmácia,FARMACIA DO TRABALHADOR,33 99578717,araujo.contabilidade15@hotmail.com,50000,"AVENIDA BRASIL, 595 - CENTRO, Felisburgo - MG"
Felisburgo,MG,FARMA - Farmácia,DROGARIAS FELISBURGO, ,,30000,"PRACA TRANQUILINO PINTO COELHO, 245 - CENTRO, Felisburgo - MG"
Felício dos Santos,MG,MERCADO - Perecíveis,SUPERMERCADO IDEAL,38 99521255,emerson_canuto@hotmail.com,150000,"RUA JOAQUIM VELOSO, 17 - CENTRO, Felício dos Santos - MG"
Felício dos Santos,MG,FARMA - Farmácia,DROGARIA VIDA FARMA LTDA,38 35231206,souza.contabilidade@hotmail.com,50000,"RUA FELICIANO CANUTO, 20 - CENTRO, Felício dos Santos - MG"
Felício dos Santos,MG,AGRO - Revenda,AGROMIL,38 98981506,agromilfelicio@yahoo.com.br,40000,"RUA JOAQUIM VELOSO, 51 - CENTRO, Felício dos Santos - MG"
Felício dos Santos,MG,FARMA - Farmácia,DROGARIA CENTER FARMA,38 98329241,drogcenterfarma@yahoo.com,30000,"PRACA SAGRADO CORACAO DE JESUS, 27 - CENTRO, Felício dos Santos - MG"
Francisco Badaró,MG,FARMA - Farmácia,DROGARIA SUCURIU,33 88283113,drogariasucuriu@hotmail.com,110000,"RUA DIREITA, 168 - CENTRO, Francisco Badaró - MG"
Francisco Badaró,MG,MERCADO - Perecíveis,SUPERMINAS SUPERMERCADO,33 88060988,superminasmercearia@yahoo.com.br,100000,"AVENIDA JOAO PINHEIRO, 140 - NOSSA SENHORA DE FATIMA, Francisco Badaró - MG"
Francisco Badaró,MG,PET - Petshop,MERCADO RURAL,33 37381434,mercadorural01@hotmail.com,80000,"RUA DO MERCADO, 18 - CENTRO, Francisco Badaró - MG"
Francisco Badaró,MG,FARMA - Farmácia,DROGARIA NOSSA SENHORA DO ROSARIO,33 88465276,drog.rosario@yahoo.com.br,49000,"RUA DO ROSARIO, 309 A - ROSARIO, Francisco Badaró - MG"
Francisco Badaró,MG,FARMA - Farmácia,DROGARIA SAO SEBASTIAO,33 37381152,contabilidadeadalton@hotmail.com,30000,"RUA DIREITA, 224 - CENTRO, Francisco Badaró - MG"
Gouveia,MG,FARMA - Farmácia,BIOMAXFARMA BIAS FORTES LTDA,37 32130306,processo@onnegestaocontabil.com.br,1700000,"AVENIDA JUSCELINO KUBITSCHEK, 770 - CENTRO, Gouveia - MG"
Gouveia,MG,FARMA - Farmácia,REDE BIOMAX,38 98400475,processo@onnegestaocontabil.com.br,200000,"AVENIDA JUSCELINO KUBITSCHEK, 770 - CENTRO, Gouveia - MG"
Gouveia,MG,FARMA - Farmácia,DROGARIA SHOPFARMA LTDA,11 41628125,drogashopfarma@gmail.com,100000,"AVENIDA JUCELINO KUBITSCHEK, 1049A - CENTRO, Gouveia - MG"
Gouveia,MG,MERCADO - Perecíveis,OPCAO COMERCIAL KOBU LTDA, ,,100000,"AVENIDA JUSCELINO KUBITSCHEK, 934 - CENTR, Gouveia - MG"
Gouveia,MG,FARMA - Farmácia,FARMACIA AUXILIADORA, ,,100000,"AVENIDA JUSCELINO KUBITSCHEK, 866 - CENTRO, Gouveia - MG"
Gouveia,MG,FARMA - Farmácia,GABIFARMA,38 35431103,contabilidadeestrategia@hotmail.com,80000,"PRACA PADRE JOSE MACHADO, 728 - CENTRO, Gouveia - MG"
Gouveia,MG,MERCADO - Perecíveis,SUPERMERCADO MOURA,38 35432307,supermercado_moura@outlook.com,50000,"AVENIDA JUSCELINO KUBITSCHEK, 1031 - CENTRO, Gouveia - MG"
Gouveia,MG,PET - Petshop,CASA DE RACAO GOUVEIA,38 35431351,joelmacontabil@yahoo.com.br,40000,"AVENIDA JUSCELINO KUBITSCHEK, 1249 - CENTRO, Gouveia - MG"
Gouveia,MG,PET - Petshop,AGROPECUARIA SOUZA,38 99768353,janainadasilva1213@gmail.com,40000,"AVENIDA JK, 1249 - CENTRO, Gouveia - MG"
Gouveia,MG,MERCADO - Perecíveis,CASA COMERCIAL MARIO MARIA LTDA, ,,30000,"AVENIDA JUSCELINO KUBITSCHEK, 1021 - CENTRO, Gouveia - MG"
Itamarandiba,MG,MERCADO - Perecíveis,ALVES SUPERMERCADOS,38 35212399,cadastrofiscal@escritaonline.cnt.br,2100000,"RUA JUREMA, 29 - SAO GERALDO, Itamarandiba - MG"
Itamarandiba,MG,MERCADO - Perecíveis,CENTER BARATEIRO,38 35213341,siare@escritaonline.cnt.br,500000,"RUA DONA VITORIA, 69 - BOM JESUS, Itamarandiba - MG"
